classification,lon,lat,crop
9,-6.605666604773368,6.204461588464453,cocoa
9,-6.895917708367408,5.007207214127482,cocoa
9,-3.4121481424414335,6.4364095845803115,cocoa
9,-6.445985899463384,6.752028094709462,cocoa
9,-3.1397178641901133,5.539164070243872,cocoa
9,-5.798885183502017,6.305936654489531,cocoa
9,-4.454107208652976,6.092124800904074,cocoa
9,-5.097075802052149,5.554182969117596,cocoa
9,-5.593065481325906,6.065709972837345,cocoa
9,-7.165389380244186,5.154423610297589,cocoa
9,-4.042063897113165,6.7007930157003175,cocoa
9,-6.259786029489018,6.068608678004377,cocoa
9,-6.206142004040632,5.550378151607611,cocoa
9,-6.920612000709703,5.569805083422189,cocoa
9,-6.876925104717071,5.812171656107211,cocoa
9,-6.2781721753814965,5.7276386711832,cocoa
9,-4.960899501918848,6.316003727639936,cocoa
9,-6.815304851849401,7.092548204295809,cocoa
9,-6.265489751433628,5.322356876844341,cocoa
9,-6.114497031770688,5.971184155945801,cocoa
9,-2.936966231981617,5.236752461728533,cocoa
9,-5.628120400543991,6.858160885187436,cocoa
9,-5.260790198858613,6.318674062174013,cocoa
9,-5.658393216301076,6.606055527001866,cocoa
9,-6.365422592576716,6.8062344645975985,cocoa
9,-6.041795648759613,5.498760654506405,cocoa
9,-6.332053507352425,5.5951089092033985,cocoa
9,-4.633395440574297,5.546242988001966,cocoa
9,-3.710080415147415,6.606137058652486,cocoa
9,-5.839165658305024,5.660230420369928,cocoa
9,-6.938564338955872,7.753953542255073,cocoa
9,-7.50688077112827,7.0717346151798335,cocoa
9,-5.479682895063317,6.205154454958992,cocoa
9,-4.809509988065827,6.281560522556868,cocoa
9,-6.073940018227755,7.0468361255238525,cocoa
9,-4.78136258903294,5.254838353997303,cocoa
9,-3.5542700860533456,6.487474109673352,cocoa
9,-4.003643660534456,6.113864275157532,cocoa
9,-6.109982333777664,6.081414706088533,cocoa
9,-7.533374704712957,7.285390969851484,cocoa
9,-7.54119819237576,6.62553858416612,cocoa
9,-4.2463252840157315,6.554437285068683,cocoa
9,-5.705977714669489,7.157636514784407,cocoa
9,-5.898257579520917,5.479508344740968,cocoa
9,-6.270240093196715,6.415545784500338,cocoa
9,-5.168627985130547,5.866709261093241,cocoa
9,-6.285797489246255,5.208718725694955,cocoa
9,-6.348874002672611,6.524854524435409,cocoa
9,-7.028685386398304,6.527906761526148,cocoa
9,-3.983655088690716,6.534760495894102,cocoa
9,-6.0102076007143355,6.357516663531863,cocoa
9,-7.661713052488868,6.965253103193755,cocoa
9,-5.812147481373487,6.662043362832176,cocoa
9,-4.494529645120627,5.839434884173126,cocoa
9,-7.361151344669261,4.90558258913836,cocoa
9,-5.936599936887828,5.771684614730621,cocoa
9,-7.869051522755881,6.671192328692001,cocoa
9,-6.440519787654831,5.049768325770966,cocoa
9,-4.427862892079696,6.409168756924648,cocoa
9,-6.290617912803295,6.3549038681045475,cocoa
9,-7.558872096349007,6.837480734499908,cocoa
9,-4.887327444303801,7.6644951492150435,cocoa
9,-4.30936967242347,6.6624405451421955,cocoa
9,-5.770993044489313,6.5908034445269355,cocoa
9,-7.321509039393306,6.864301349449577,cocoa
9,-5.713417693971642,6.068915298742325,cocoa
9,-7.288034848687346,6.764376143874388,cocoa
9,-7.2646497023654515,6.945553801795533,cocoa
9,-6.979964886763213,7.864298388370333,cocoa
9,-6.303761506589121,6.147999586603418,cocoa
9,-7.237975718321974,7.437209242032603,cocoa
9,-5.034141852663038,6.0699976549447054,cocoa
9,-6.072086044859718,6.658867864305834,cocoa
9,-6.934517053163428,5.547600015783126,cocoa
9,-6.7980082535655875,5.312802495570582,cocoa
9,-4.814910778459281,5.8709523504507946,cocoa
9,-6.515038926104427,6.1703981580623966,cocoa
9,-7.912764631442599,7.559037396873417,cocoa
9,-6.828460106289355,5.32949378025123,cocoa
9,-4.444147784407621,6.727176306677882,cocoa
9,-7.610675119837942,6.772962913702162,cocoa
9,-5.611445976343753,5.8674384779703415,cocoa
9,-4.029386159661392,6.012603564467936,cocoa
9,-5.877267175630113,6.989182213570904,cocoa
9,-7.700853727015759,7.141673096314719,cocoa
9,-7.12911026254209,7.375167758828403,cocoa
9,-6.613483250542536,5.498278370322864,cocoa
9,-5.404852328383158,5.585548804034914,cocoa
9,-6.274739207780239,6.525251781848368,cocoa
9,-8.072251730534019,6.637960391021907,cocoa
9,-5.396999215230939,5.780724510173165,cocoa
9,-4.5401919070564345,6.336138194343019,cocoa
9,-5.284584528299749,6.138600083267447,cocoa
9,-5.931026862823719,5.300098102945003,cocoa
9,-7.5143498236046256,7.106293336331697,cocoa
9,-5.60447501134304,6.816268319073653,cocoa
9,-7.359791209075536,8.924357519745302,cocoa
9,-6.518569499494097,6.55638389783856,cocoa
9,-5.456742020225578,5.9865392296920374,cocoa
9,-7.093043567139743,6.130892628943221,cocoa
9,-6.939857397184015,6.347925975310242,cocoa
9,-6.659868202100492,7.427110218248094,cocoa
9,-6.860380284629092,6.050664994543462,cocoa
9,-5.875457665272458,6.337955347949367,cocoa
9,-6.105805182500276,6.278001065479213,cocoa
9,-7.9743122268413575,7.5780762354569156,cocoa
9,-8.070791713069745,7.38501888623574,cocoa
9,-6.9606967152746435,6.901717172698238,cocoa
9,-5.618654567619996,5.628283561942614,cocoa
9,-7.518856390468279,5.962335140542832,cocoa
9,-6.004970322676033,7.022261352651559,cocoa
9,-8.06306533981429,7.451250858643474,cocoa
9,-6.3557588917337045,6.473783910936782,cocoa
9,-5.060314951082933,6.344277848082066,cocoa
9,-5.700631065075238,6.200729883746082,cocoa
9,-6.225739337782973,6.530987307488978,cocoa
9,-6.799428222217267,6.328305745487674,cocoa
9,-6.00690015149307,5.202615840162571,cocoa
9,-6.821597559391654,5.470171187878552,cocoa
9,-7.425201679419547,6.543787294422767,cocoa
9,-5.047878828081866,6.6867804277929945,cocoa
9,-7.315088420843255,6.912801687548655,cocoa
9,-5.218044786173367,5.73788058725343,cocoa
9,-6.902245713701452,7.2011231063331875,cocoa
9,-8.070650574473149,6.73593083348119,cocoa
9,-7.000647456236129,5.148624211381608,cocoa
9,-7.991787085252029,6.9281698186531155,cocoa
9,-5.644512685757365,6.510159902432176,cocoa
9,-5.313173563526139,6.613383939343109,cocoa
9,-6.074140945795124,5.547376224518044,cocoa
9,-6.091203416813967,5.7219939860469715,cocoa
9,-6.434316746930976,6.96395739468216,cocoa
9,-5.240807741260291,6.642460376771076,cocoa
9,-7.740499815859943,6.747999761495052,cocoa
9,-5.142838197265234,6.037214613033898,cocoa
9,-6.2795888684269245,5.015648826936221,cocoa
9,-8.138118198247087,6.602229454665287,cocoa
9,-4.88202012590798,7.652855544982017,cocoa
9,-7.639478700119455,6.633104270980621,cocoa
9,-6.787293997478464,7.877727335726667,cocoa
9,-5.964729373107295,5.502491680951186,cocoa
9,-5.971349963112282,5.437320193826375,cocoa
9,-6.725505902115401,4.891202161653976,cocoa
9,-6.469648670428518,6.7006608944790855,cocoa
9,-4.2496521896415365,5.732677061251175,cocoa
9,-7.1318742516882265,6.898458538480266,cocoa
9,-6.828061525624512,5.634141850717545,cocoa
9,-4.375948655000528,5.491820576908146,cocoa
9,-6.624563840088559,5.331813766493295,cocoa
9,-7.536879882799464,6.167716050675979,cocoa
9,-7.80581473641787,7.018617863493888,cocoa
9,-6.767628714562907,7.835298900496003,cocoa
9,-6.676159792671494,5.834641460117834,cocoa
9,-7.554938147927098,7.065675054773326,cocoa
9,-5.7252797311628525,5.412367770443532,cocoa
9,-4.099350663970703,5.612689766719327,cocoa
9,-6.746602246937675,7.122716987852727,cocoa
9,-6.233275188711226,6.423909383975975,cocoa
9,-7.0808189226547835,8.060038326662344,cocoa
9,-7.622964639768497,6.641554673418137,cocoa
9,-6.589768486045925,5.327503593679324,cocoa
9,-4.9644640805300675,5.802819281586833,cocoa
9,-3.868275542848971,6.7533209760985144,cocoa
9,-6.696979189551486,7.110568508898147,cocoa
9,-6.288854883190095,6.31887911396456,cocoa
9,-4.645314600694302,6.451921473665038,cocoa
9,-6.722536285140701,6.159417434987915,cocoa
9,-7.052223012398024,7.258743377413886,cocoa
9,-7.432197851311986,4.93271468173532,cocoa
9,-3.5431138604691412,6.86849050952461,cocoa
9,-6.266104910999186,5.809085074831244,cocoa
9,-6.954342468435453,5.589254208603206,cocoa
9,-6.785966075926465,6.175309078685245,cocoa
9,-4.370747187401387,6.13964188621484,cocoa
9,-3.221266889502206,6.2747830244091,cocoa
9,-5.620361475835556,5.504557780655477,cocoa
9,-7.154135845422906,6.852429295560498,cocoa
9,-5.795644953266027,6.307941894776948,cocoa
9,-5.942159563200634,6.7191056342368745,cocoa
9,-4.035711276405783,6.060619784384193,cocoa
9,-4.095222140550631,6.5201493189436945,cocoa
9,-6.923678950599787,7.368898438332714,cocoa
9,-3.3973400396497655,6.229539419476606,cocoa
9,-6.339894866481227,6.941424884402208,cocoa
9,-6.0509471009682585,5.998099714027491,cocoa
9,-6.874427308271645,5.709743678334196,cocoa
9,-4.25486795400528,6.123013618899967,cocoa
9,-5.080942148039924,6.167998555929524,cocoa
9,-5.762377953155851,6.369382701707267,cocoa
9,-6.011818320383233,5.987656360360893,cocoa
9,-5.620558995833545,5.630534275454785,cocoa
9,-5.874295580510225,7.337491920636807,cocoa
9,-7.4552645336464485,6.33048429045167,cocoa
9,-6.904832883798558,6.224089775360743,cocoa
9,-6.819614533863747,5.971791054098018,cocoa
9,-7.291917448756384,7.700285657645728,cocoa
9,-5.945534635255915,6.784042372729768,cocoa
9,-6.596328705207972,5.713178586531213,cocoa
9,-6.32308026865278,6.837052866096345,cocoa
9,-5.668701077688765,6.007146325619008,cocoa
9,-5.422263938854189,5.715811731249263,cocoa
9,-3.0692157302005985,5.6356116165655115,cocoa
9,-8.016935247404918,7.73917205920167,cocoa
9,-7.303739244196376,5.458510949947904,cocoa
9,-7.1482204031992085,7.747989398046844,cocoa
9,-6.554922798035983,6.88722170810708,cocoa
9,-6.769529142782415,5.035842520538645,cocoa
9,-7.041440614071256,7.601296900497157,cocoa
9,-5.9552455711114956,5.766528631544441,cocoa
9,-5.7884321396862095,6.173619529470687,cocoa
9,-5.956171737531923,5.9595007255296215,cocoa
9,-6.938014651828438,6.354708931102896,cocoa
9,-6.489333809916332,5.2811261027920855,cocoa
9,-5.306763589056417,6.4574014730820695,cocoa
9,-6.673092067780657,5.903003835251383,cocoa
9,-7.0509947736245,8.14669103767587,cocoa
9,-5.424238263887733,5.516867138509084,cocoa
9,-8.277492428041278,6.4904144890962865,cocoa
9,-4.401477175850935,5.787311448458827,cocoa
9,-6.9544999821698905,5.182396599648314,cocoa
9,-4.64000504762161,6.083543512391784,cocoa
9,-7.509427718561126,5.9328310562653375,cocoa
9,-8.030143833425846,7.477761690422679,cocoa
9,-5.584432435587188,6.8720441247837805,cocoa
9,-6.920303063834793,5.995540640779766,cocoa
9,-7.625369366708404,6.893743760109726,cocoa
9,-8.04658215304968,6.657147743172168,cocoa
9,-7.36041457359707,6.425194197052152,cocoa
9,-5.544541317254944,5.820570707572833,cocoa
9,-6.870248334433417,7.264124297165456,cocoa
9,-7.040288849546734,4.980972305663867,cocoa
9,-5.210479477115739,6.342664488856581,cocoa
9,-7.7076942920025635,6.227271154727124,cocoa
9,-7.308037501255595,7.720420617385286,cocoa
9,-3.0391056814425883,7.4492719872308655,cocoa
9,-6.509059317919325,7.215508245304497,cocoa
9,-8.147121393899532,6.84920018674039,cocoa
9,-6.408805731908127,5.149364259168523,cocoa
9,-6.9914686170938865,7.121568586767434,cocoa
9,-6.229206469172958,5.806858617130097,cocoa
9,-6.457343984987994,5.9945089164455325,cocoa
9,-6.574354807173585,6.149868310671116,cocoa
9,-5.743136614565483,5.743103043592288,cocoa
9,-7.700225994416269,6.639383519369224,cocoa
9,-7.928963199487935,6.567483427010467,cocoa
9,-5.3216596079621254,6.211746456020302,cocoa
9,-6.90095658703193,5.6484597695356795,cocoa
9,-6.671184980745357,5.706114053879421,cocoa
9,-7.317012396442138,7.6421197783310495,cocoa
9,-3.413874871233559,6.878660332524832,cocoa
9,-5.530237064919733,7.297539632738962,cocoa
9,-5.921006521497175,6.3443863046091975,cocoa
9,-8.10873033083416,6.95125348372557,cocoa
9,-5.59252271550236,6.711232464255098,cocoa
9,-4.384934722174817,6.209784187973174,cocoa
9,-5.989287085379085,5.790472211725385,cocoa
9,-7.51953435027104,6.989363194769304,cocoa
9,-7.282100776193933,6.653465939782017,cocoa
9,-6.47664523789736,6.29977772046803,cocoa
9,-6.131023474168254,5.6645080366341025,cocoa
9,-6.968829809922062,6.048889204652479,cocoa
9,-6.802975116969212,5.898790111689246,cocoa
9,-5.223584344254654,6.88913247001151,cocoa
9,-5.429191080721953,6.144109119439348,cocoa
9,-6.090868954843298,7.171561562783943,cocoa
9,-7.3162772334959305,7.568697830516737,cocoa
9,-7.5409298646535,5.885948046471859,cocoa
9,-4.115314008784053,5.927777042516102,cocoa
9,-7.07897953874107,5.053104889355825,cocoa
9,-7.595804794477535,6.850114196788709,cocoa
9,-4.586241399599556,6.017238878994245,cocoa
9,-4.425843014033242,6.5271004744261,cocoa
9,-5.05045090587967,6.083858610141205,cocoa
9,-5.639132477993435,7.284807279882135,cocoa
9,-7.506824197383883,6.524391986522768,cocoa
9,-4.188119894527687,5.970044026620113,cocoa
9,-4.491444748035225,6.388550259839885,cocoa
9,-5.752875843504672,6.824028729546974,cocoa
9,-6.2648728704842815,5.892004997952911,cocoa
9,-4.72807330040743,5.294775124673989,cocoa
9,-6.847982192755363,6.367031197862351,cocoa
9,-5.238839464393911,5.884331032124145,cocoa
9,-3.3081772184327107,6.4790897034521056,cocoa
9,-6.92548339901357,6.18720311506316,cocoa
9,-4.81383121582804,5.556748431353787,cocoa
9,-6.981566630397776,7.775662912408479,cocoa
9,-3.250806352179056,7.116137457721008,cocoa
9,-7.037367866754751,4.914841615241361,cocoa
9,-3.435167548308547,5.339370212061065,cocoa
9,-5.895765840754313,5.935065904232674,cocoa
9,-4.945313831897075,5.799359384225463,cocoa
9,-6.039718620196695,6.24631954622106,cocoa
9,-7.179213880446917,4.9097254629472395,cocoa
9,-6.529734682991951,5.0452254354481125,cocoa
9,-7.371360770357192,5.411115520605613,cocoa
9,-5.951021850060849,5.538336829199448,cocoa
9,-6.137645760121929,7.266087152821084,cocoa
9,-6.796356384818896,5.036137723073633,cocoa
9,-6.223555826565532,6.165831667068744,cocoa
9,-5.594059094769923,5.655595792354387,cocoa
9,-5.994396972166271,5.801557298832968,cocoa
9,-6.002599015193786,5.817323541984645,cocoa
9,-3.913113007591337,6.534983859294741,cocoa
9,-4.28760469699654,6.392537378979706,cocoa
9,-6.617982793378334,6.657245993383638,cocoa
9,-4.986909959240219,5.194726653066273,cocoa
9,-7.21725112324429,6.549999342733485,cocoa
9,-6.100504889917625,6.143708357401523,cocoa
9,-6.967817348926221,5.094318310350498,cocoa
9,-8.171744643472863,6.629811722989354,cocoa
9,-7.424354661776027,6.671513598712596,cocoa
9,-4.68710402549741,6.036377708253722,cocoa
9,-7.393943124056143,7.186196860512118,cocoa
9,-7.018798919347273,7.837036234812176,cocoa
9,-5.910421881019697,5.907884404735426,cocoa
9,-4.654434865467161,5.74114538348357,cocoa
9,-2.764802336584359,5.4304864927438725,cocoa
9,-7.0737902661491825,5.072268336047052,cocoa
9,-3.4105658318139986,6.492767028515191,cocoa
9,-5.708919227118433,7.241654282059011,cocoa
9,-5.048591254264132,5.545221989439726,cocoa
9,-3.4623097631604005,6.304477349696428,cocoa
9,-5.734316232898039,6.28883990415061,cocoa
9,-6.347243418190696,7.171570054476134,cocoa
9,-6.169060030651185,7.113401654674547,cocoa
9,-7.748451406304985,6.693918379585069,cocoa
9,-7.19566276750631,6.568315428177167,cocoa
9,-5.739346016612987,6.684952354052446,cocoa
9,-5.459817005137954,5.303417955028971,cocoa
9,-3.0819202007006554,5.43242648599743,cocoa
9,-6.305399072862448,4.935949306796236,cocoa
9,-7.241791256604104,6.973816925725448,cocoa
9,-6.272269230822781,5.188467353742305,cocoa
9,-7.711621817776443,6.263390961054682,cocoa
9,-5.923855317680812,6.588575642041726,cocoa
9,-5.89579076073715,5.282193930340075,cocoa
9,-6.846551487147435,6.2094444101121224,cocoa
9,-4.756075562018561,6.052977824546163,cocoa
9,-8.257003911514415,6.782874129155234,cocoa
9,-6.831552964573447,7.535237000399196,cocoa
9,-7.953249977838688,6.480267719799252,cocoa
9,-6.501631802797024,6.986939813502084,cocoa
9,-5.875350160588337,5.55316557409279,cocoa
9,-8.237361058507814,7.525073751553015,cocoa
9,-5.580795580553213,6.180180237285548,cocoa
9,-4.521274647738899,6.170524384735791,cocoa
9,-3.757408980600019,5.863796556647171,cocoa
9,-6.71221556854311,5.5392893299082395,cocoa
9,-7.791232076420498,6.614349547213188,cocoa
9,-5.581575814193929,6.464848034471614,cocoa
9,-7.480954612004343,6.636098088027206,cocoa
9,-5.329002048829198,5.4292070813202695,cocoa
9,-5.4051165705218,6.2320714460690585,cocoa
9,-3.58199440336685,6.531043259744154,cocoa
9,-5.737299377351877,7.428796101320788,cocoa
9,-4.155899374240615,6.439700096467803,cocoa
9,-5.85036422210245,5.790465421610752,cocoa
9,-7.384820296128587,7.641886290493429,cocoa
9,-5.129907217590689,5.986278881338025,cocoa
9,-5.361562061497374,6.581340665600483,cocoa
9,-6.79872416828022,7.790609638648191,cocoa
9,-7.233623846445345,4.777748499090304,cocoa
9,-5.693969954207212,6.222541580474391,cocoa
9,-3.602433191233376,6.298364112459854,cocoa
9,-2.8964816687652286,5.568843851678809,cocoa
9,-5.856987642372751,5.522624848030053,cocoa
9,-6.392290054557169,6.694519356235566,cocoa
9,-7.82728894743985,6.232228328810569,cocoa
9,-6.338611888313555,5.945484105484994,cocoa
9,-6.353145629895238,5.962284101434333,cocoa
9,-3.6276239828040735,7.999949579614111,cocoa
9,-3.4008093289728047,6.506886496388812,cocoa
9,-6.009175883075781,5.982973172633151,cocoa
9,-8.515273105684882,6.568650790900845,cocoa
9,-7.39143427741661,5.18239682711623,cocoa
9,-4.035810072207317,6.69528902178808,cocoa
9,-5.58063263859213,5.493976705917868,cocoa
9,-5.948404723976225,6.839585992116392,cocoa
9,-7.378784398229715,7.318306671619572,cocoa
9,-3.3270086903490657,7.424639248178652,cocoa
9,-5.340050470413338,6.696143090647434,cocoa
9,-7.661920639437595,6.631811390750919,cocoa
9,-7.695154666971718,6.27589134289866,cocoa
9,-3.9427196721333964,6.406400418160711,cocoa
9,-7.115037948211679,7.465528777524505,cocoa
9,-7.5086626222664625,5.849323508203959,cocoa
9,-7.366432645349739,5.414218089477708,cocoa
9,-6.770509156501965,6.002641769265434,cocoa
9,-6.387488492906961,6.898733808800245,cocoa
9,-5.5098337923924126,5.767493477903784,cocoa
9,-5.02626801204162,6.065597241766759,cocoa
9,-6.4024771481968425,5.24557593195693,cocoa
9,-5.45207198027331,5.765305062348809,cocoa
9,-6.138295167037244,5.419582328056944,cocoa
9,-3.5013266433662698,6.357631007284928,cocoa
9,-4.037323483901413,6.8532045218224535,cocoa
9,-7.056338421809842,4.986287889326861,cocoa
9,-6.870800752374114,5.584396157131219,cocoa
9,-6.129494869428729,7.708472449817201,cocoa
9,-6.3186337677746485,6.188819347606534,cocoa
9,-4.226532488986178,6.55946030471468,cocoa
9,-6.359938588901756,7.382886089769671,cocoa
9,-7.4818191390818685,4.996327255233315,cocoa
9,-6.424023096250734,4.818400766844274,cocoa
9,-6.076056679655738,7.580410081572688,cocoa
9,-6.635370690381794,5.67230452677578,cocoa
9,-6.252271162428358,5.865434348737012,cocoa
9,-7.880222461156013,6.5603901158862845,cocoa
9,-6.333812631123706,6.119454773666832,cocoa
9,-6.921509233564201,7.255109571009737,cocoa
9,-5.892493668229103,5.555250255793678,cocoa
9,-3.304005030615329,6.4591004805931584,cocoa
9,-6.12436341561802,7.176122200402379,cocoa
9,-6.252598968179613,5.440023089225468,cocoa
9,-5.4235131280446325,5.755213983090438,cocoa
9,-6.811118229755181,5.702133749403672,cocoa
9,-5.009191990074051,6.014851396997199,cocoa
9,-6.574199534439349,5.314502070822188,cocoa
9,-7.075452431564282,6.952183906943859,cocoa
9,-7.696138899909087,6.897109039072678,cocoa
9,-8.093581100155664,7.091899611574335,cocoa
9,-4.170308472098097,6.571171347497563,cocoa
9,-5.912813091572053,7.063317932103654,cocoa
9,-2.909053885298025,5.4250975378521185,cocoa
9,-7.055742904273115,5.0355634885266465,cocoa
9,-6.395061214897973,7.362301875195622,cocoa
9,-7.460029674268541,6.765082042695149,cocoa
9,-3.0368934670604815,5.7220078939568975,cocoa
9,-5.779435865830425,6.127674376433613,cocoa
9,-6.596090628626364,6.9192357750967055,cocoa
9,-5.656447148997282,6.613927745061341,cocoa
9,-7.29202468853306,6.947742056057695,cocoa
9,-6.722979489926044,5.473771500472276,cocoa
9,-6.539286851737639,6.071366474941381,cocoa
9,-5.914181636920893,6.800584473730969,cocoa
9,-6.594351671232728,5.884829170450031,cocoa
9,-4.745225825650128,5.878317544945816,cocoa
9,-5.503687771215947,5.8672082140801,cocoa
9,-6.861563706539331,6.039554477560176,cocoa
9,-7.336521632502994,5.717083743172301,cocoa
9,-7.6236810606657635,6.33514101542514,cocoa
9,-5.459235503463281,5.646421905968986,cocoa
9,-6.655961052005527,5.445655213252142,cocoa
9,-7.282905808696202,7.512374502729867,cocoa
9,-6.0236082554803,6.159958302466847,cocoa
9,-7.173567147761113,6.536831008758118,cocoa
9,-4.170939228594945,6.982680949774487,cocoa
9,-4.465465319405457,5.809758409753445,cocoa
9,-8.318621279559974,6.681582205819699,cocoa
9,-8.443564565455947,6.582676814640607,cocoa
9,-5.68131037068903,5.480700776050163,cocoa
9,-4.50400273861353,6.355144543512795,cocoa
9,-7.657664121584321,7.146620489713029,cocoa
9,-4.97136926729141,6.4778872151190345,cocoa
9,-5.635798760923911,5.68911553032047,cocoa
9,-5.301717443926425,5.961721467401779,cocoa
9,-5.123735114263396,5.665554716205706,cocoa
9,-7.862609574465954,6.320422860380536,cocoa
9,-6.533427771618276,5.414422949867987,cocoa
9,-7.709966564509862,6.51540857229606,cocoa
9,-6.286565783241321,5.183154617215246,cocoa
9,-6.213138427234531,6.322152748805372,cocoa
9,-5.273831337756324,7.177872651470406,cocoa
9,-7.7008796516591485,6.498001837721326,cocoa
9,-5.876418323832777,6.924046175256087,cocoa
9,-5.934379750654814,5.5825994551903575,cocoa
9,-6.951610327889809,6.1228405104289685,cocoa
9,-6.232503974449524,6.764511278142894,cocoa
9,-7.044808468720044,7.398318947800498,cocoa
9,-3.237582301023769,6.368041540737608,cocoa
9,-2.9385666249559748,5.476666242329178,cocoa
9,-6.974203757825186,5.568994215786385,cocoa
9,-6.363108039184616,4.879665772735997,cocoa
9,-6.241336195110957,5.939290020328014,cocoa
9,-6.2942752388439756,6.652919587911768,cocoa
9,-7.182179272219078,7.012334028978456,cocoa
9,-5.016452657836219,7.526406915292427,cocoa
9,-6.777545724025956,5.279979357956749,cocoa
9,-5.995972687695916,6.189384853244315,cocoa
9,-7.358227275403551,8.4120333043029,cocoa
9,-6.73837788993681,6.5298771488475325,cocoa
9,-3.5740214648339346,6.519021634879526,cocoa
9,-5.0921276408860034,5.583762959827467,cocoa
9,-8.00184259057937,6.881019504938795,cocoa
9,-6.950619674991124,5.122673467283693,cocoa
9,-6.555498740927076,6.428181302305157,cocoa
9,-6.076632438008283,5.992626133376756,cocoa
9,-6.7385068440480715,7.787354574194085,cocoa
9,-3.692117841630433,6.568623640286054,cocoa
9,-7.246314851693136,4.923104859240325,cocoa
9,-7.589978164748252,6.426700038499446,cocoa
9,-7.08931858634753,7.273750095210465,cocoa
9,-7.120615927191337,5.10535764601509,cocoa
9,-7.990965505750106,6.48539494129277,cocoa
9,-6.6679197057151445,7.736875311740323,cocoa
9,-7.601566625684083,6.551128085628313,cocoa
9,-7.805254519658972,6.468802714424733,cocoa
9,-4.3830703056645195,6.559052992076008,cocoa
9,-4.295386765587864,6.607400463725361,cocoa
9,-6.905914607127938,6.806499555260104,cocoa
9,-6.9471187942755686,7.622381974286087,cocoa
9,-7.051425689884798,7.6148295514021624,cocoa
9,-6.013155178294672,5.96813554959603,cocoa
9,-5.792032577270752,6.810702015401866,cocoa
9,-5.5332660414439125,5.658304703500022,cocoa
9,-3.9144857719747073,6.593412046489741,cocoa
9,-6.228686897222964,7.310155438331258,cocoa
9,-5.9080844298210335,5.698467749859588,cocoa
9,-5.126592338814866,6.1540772192161395,cocoa
