B2,B3,B4,B8,classification,crop,date,NDVI,GNDVI,EVI
0.041800000000000004,0.0609,0.041600000000000005,0.2864,9,cocoa,2020-01-03,0.746341463414634,0.6492945580190037,0.5006134969325152
0.0436,0.06720000000000001,0.0455,0.324,9,cocoa,2020-01-03,0.7537212449255751,0.6564417177914111,0.5482283464566929
0.0395,0.0553,0.0374,0.25680000000000003,9,cocoa,2020-01-03,0.7457511896668934,0.6456264017942966,0.4628887294822567
0.046700000000000005,0.0674,0.0545,0.24180000000000001,9,cocoa,2020-01-03,0.6321295983800203,0.5640362225097024,0.38426818760001646
0.035500000000000004,0.0528,0.0381,0.2396,9,cocoa,2020-01-03,0.7256031688872885,0.6388508891928866,0.41911061192229293
0.035300000000000005,0.050800000000000005,0.035,0.264,10,rubber,2020-01-03,0.765886287625418,0.6772554002541296,0.4734339466611536
0.040600000000000004,0.0558,0.0539,0.27,10,rubber,2020-01-03,0.6671812287743131,0.6574585635359116,0.41915586934595395
0.0395,0.0608,0.0378,0.3185,10,rubber,2020-01-03,0.787819253438114,0.6794094384392301,0.5618269885112686
0.035300000000000005,0.0551,0.0339,0.35960000000000003,10,rubber,2020-01-03,0.8277001270648031,0.7342657342657344,0.6271904486809168
0.0431,0.0653,0.046900000000000004,0.274,10,rubber,2020-01-03,0.7076971019009037,0.6150898909519599,0.4607799375076087
0.042100000000000005,0.0555,0.048100000000000004,0.21780000000000002,10,rubber,2020-01-03,0.6382098533283189,0.5938529088913282,0.356317977575274
0.042,0.0538,0.040600000000000004,0.2862,10,rubber,2020-01-03,0.7515299877600978,0.6835294117647058,0.5054329930852814
0.0383,0.0594,0.038200000000000005,0.315,10,rubber,2020-01-03,0.783691959229898,0.6826923076923077,0.5505390031425275
0.0315,0.0441,0.0303,0.2376,10,rubber,2020-01-03,0.7737961926091825,0.6869009584664537,0.43802560960148756
0.0449,0.06570000000000001,0.0533,0.25520000000000004,10,rubber,2020-01-03,0.6544570502431118,0.5905266438142723,0.40763173834039984
0.041800000000000004,0.0644,0.0466,0.2868,10,rubber,2020-01-03,0.7204559088182363,0.633257403189066,0.47928805172000966
0.0308,0.045000000000000005,0.0303,0.2416,10,rubber,2020-01-03,0.7771239426259654,0.685973482205164,0.44301408923180147
0.0419,0.0663,0.0408,0.306,10,rubber,2020-01-03,0.7647058823529411,0.6438356164383562,0.5361691803808984
0.042,0.068,0.0417,0.3544,10,rubber,2020-01-03,0.7894471093158293,0.678030303030303,0.6061957196029776
0.0511,0.06810000000000001,0.0623,0.2462,10,rubber,2020-01-03,0.5961102106969206,0.5666560610881323,0.37174044875682233
0.0413,0.0543,0.0383,0.3045,10,rubber,2020-01-03,0.7765460910151691,0.6973244147157189,0.5434649463068065
0.0442,0.0601,0.0448,0.32080000000000003,10,rubber,2020-01-03,0.7549234135667396,0.6844316093462852,0.5484460694698355
0.0375,0.056900000000000006,0.0405,0.302,10,rubber,2020-01-03,0.7635036496350366,0.6829200334354973,0.5173095944609298
0.038700000000000005,0.05,0.036500000000000005,0.2706,10,rubber,2020-01-03,0.7622924128948224,0.6880848409232689,0.48797265185308714
0.0431,0.0648,0.044000000000000004,0.28900000000000003,10,rubber,2020-01-03,0.7357357357357358,0.6336913510457887,0.4980687131530799
0.039,0.056400000000000006,0.0391,0.22940000000000002,10,rubber,2020-01-03,0.7087523277467412,0.6053184044786564,0.40610328638497656
0.0368,0.0545,0.0345,0.3297,10,rubber,2020-01-03,0.8105436573311369,0.7162935970848516,0.5853890695645276
0.0514,0.0755,0.0482,0.35860000000000003,10,rubber,2020-01-03,0.7630285152409045,0.6521538815941027,0.6147508516200586
0.0373,0.0533,0.038900000000000004,0.2842,10,rubber,2020-01-03,0.7592076756422161,0.6841481481481481,0.49541543805792304
0.0444,0.0644,0.0514,0.27190000000000003,10,rubber,2020-01-03,0.6820290751623879,0.6170086232530478,0.4419546219834843
0.043300000000000005,0.056100000000000004,0.051800000000000006,0.2442,10,rubber,2020-01-03,0.65,0.6263736263736264,0.39097744360902253
0.040400000000000005,0.0639,0.044000000000000004,0.2979,10,rubber,2020-01-03,0.7426147996490202,0.6467661691542288,0.5042100246246723
0.039900000000000005,0.0523,0.0367,0.3185,10,rubber,2020-01-03,0.7933558558558558,0.7179072276159654,0.5683972729839849
0.037200000000000004,0.051800000000000006,0.0369,0.27140000000000003,10,rubber,2020-01-03,0.7606227700291924,0.6794554455445544,0.48298731257208777
0.037200000000000004,0.0626,0.0417,0.303,10,rubber,2020-01-03,0.7580504786771104,0.6575492341356675,0.5126746193690158
0.042800000000000005,0.060200000000000004,0.043300000000000005,0.26630000000000004,10,rubber,2020-01-03,0.7202842377260982,0.6312404287901991,0.4626172101900259
0.046,0.0736,0.055,0.2674,10,rubber,2020-01-03,0.6588089330024814,0.5683284457478006,0.423985946981795
0.042,0.0651,0.045200000000000004,0.28500000000000003,10,rubber,2020-01-03,0.7262265293761356,0.6281062553556127,0.48300032226877215
0.0393,0.060200000000000004,0.0425,0.25780000000000003,10,rubber,2020-01-03,0.716949716949717,0.6213836477987421,0.4418948319034522
0.039,0.0543,0.0431,0.2442,10,rubber,2020-01-03,0.6999651931778629,0.6361809045226131,0.41539287779889283
0.0397,0.0551,0.038900000000000004,0.252,10,rubber,2020-01-03,0.7325541423169475,0.6411592315206773,0.4485749168526081
0.039,0.0541,0.037000000000000005,0.2938,10,rubber,2020-01-03,0.7762998790810158,0.6889910893935038,0.5248099403253496
0.033600000000000005,0.0504,0.0371,0.30760000000000004,10,rubber,2020-01-03,0.7847403539309543,0.7184357541899442,0.5290643091847911
0.0369,0.0505,0.0368,0.27,10,rubber,2020-01-03,0.7601043024771839,0.684867394695788,0.480210864461925
0.0375,0.045000000000000005,0.0364,0.22460000000000002,10,rubber,2020-01-03,0.721072796934866,0.6661721068249259,0.40499246825909196
0.0439,0.0596,0.0426,0.2888,10,rubber,2020-01-03,0.7429088714544356,0.6578645235361654,0.5065218285808337
0.033100000000000004,0.046700000000000005,0.0358,0.2238,10,rubber,2020-01-03,0.7241910631741141,0.6547134935304989,0.39484185323644305
0.0446,0.0601,0.0412,0.319,10,rubber,2020-01-03,0.7712382009994447,0.6829332629912952,0.5638548347811967
0.0357,0.0453,0.0345,0.2252,10,rubber,2020-01-03,0.7343088178667693,0.6650646950092421,0.4094207565803598
0.0412,0.0613,0.042100000000000005,0.2928,10,rubber,2020-01-03,0.7485816661690056,0.653770121434623,0.5069152377871238
0.036000000000000004,0.0444,0.0352,0.2286,10,rubber,2020-01-03,0.733131159969674,0.6747252747252747,0.41331851598563857
0.0363,0.0482,0.0368,0.2192,10,rubber,2020-01-03,0.7125,0.6394913986537023,0.3904945407835581
0.0408,0.0601,0.0456,0.2878,10,rubber,2020-01-03,0.7264547090581883,0.6544984190859443,0.4823163931814562
0.037000000000000005,0.053500000000000006,0.0376,0.2614,10,rubber,2020-01-03,0.748494983277592,0.6602095903461417,0.4625878462174453
0.041800000000000004,0.0541,0.0434,0.26180000000000003,10,rubber,2020-01-03,0.7155963302752294,0.6574865463754354,0.45172499379498643
0.045200000000000004,0.0689,0.048100000000000004,0.3184,10,rubber,2020-01-03,0.7375170532060026,0.6442034598502452,0.5329258675078864
0.039400000000000004,0.0526,0.0378,0.2436,10,rubber,2020-01-03,0.7313432835820897,0.6448345712356516,0.4379096093284535
0.0362,0.0504,0.035300000000000005,0.2808,10,rubber,2020-01-03,0.7766529579247073,0.6956521739130435,0.5026205879944312
0.038900000000000004,0.063,0.0442,0.34140000000000004,10,rubber,2020-01-03,0.7707468879668049,0.6884272997032641,0.5650834695972925
0.0307,0.0426,0.0313,0.2404,10,rubber,2020-01-03,0.7695988222304012,0.6989399293286218,0.4363704662131141
0.0459,0.0741,0.0506,0.2696,10,rubber,2020-01-03,0.683947532792005,0.5688100087285424,0.4455022580251434
0.031900000000000005,0.038400000000000004,0.0267,0.22740000000000002,10,rubber,2020-01-03,0.7898465171192445,0.711060948081264,0.4369312491836113
0.0391,0.0579,0.0417,0.2786,10,rubber,2020-01-03,0.7396191070871058,0.6558692421991085,0.4793411840880579
0.040100000000000004,0.0565,0.044000000000000004,0.272,10,rubber,2020-01-03,0.7215189873417722,0.6560121765601218,0.4614450516089861
0.038200000000000005,0.0553,0.0361,0.2788,10,rubber,2020-01-03,0.770720863766275,0.6689613888057467,0.5019025560426835
0.036500000000000005,0.050300000000000004,0.0362,0.2401,10,rubber,2020-01-03,0.7379659790083243,0.6535812672176309,0.4306957880951376
0.0475,0.06520000000000001,0.0476,0.34400000000000003,10,rubber,2020-01-03,0.7568947906026556,0.6813294232649072,0.5819295558958653
0.038200000000000005,0.056100000000000004,0.0395,0.281,10,rubber,2020-01-03,0.7535101404056163,0.6671610797982794,0.4902557856272838
0.036000000000000004,0.0533,0.0405,0.259,10,rubber,2020-01-03,0.7295492487479133,0.6586615433877681,0.4433847402597403
0.0488,0.0584,0.0425,0.377,10,rubber,2020-01-03,0.797377830750894,0.731740927882407,0.6605450236966824
0.044500000000000005,0.0621,0.062400000000000004,0.25020000000000003,10,rubber,2020-01-03,0.6007677543186181,0.6023054755043229,0.3637138319711818
0.038700000000000005,0.049,0.0371,0.22890000000000002,11,oil_palm,2020-01-03,0.7210526315789474,0.6473551637279596,0.4129171151776104
0.042800000000000005,0.0621,0.056900000000000006,0.23620000000000002,11,oil_palm,2020-01-03,0.6117366086659843,0.5836406302380155,0.3567165366862963
0.0482,0.08080000000000001,0.0487,0.4832,11,oil_palm,2020-01-03,0.8168828727204361,0.7134751773049645,0.7682650823962089
0.043000000000000003,0.054200000000000005,0.0403,0.2533,11,oil_palm,2020-01-03,0.7254768392370572,0.647479674796748,0.4541190516800273
0.039,0.0483,0.034800000000000005,0.21660000000000001,11,oil_palm,2020-01-03,0.7231503579952268,0.6353340883352208,0.4011828051902198
0.029300000000000003,0.050100000000000006,0.0316,0.2932,11,oil_palm,2020-01-03,0.8054187192118226,0.7081270026216137,0.517794228256997
0.032100000000000004,0.0444,0.033,0.2202,11,oil_palm,2020-01-03,0.7393364928909953,0.6643990929705216,0.39746910696844884
0.042800000000000005,0.0669,0.049100000000000005,0.2902,11,oil_palm,2020-01-03,0.7105806071323312,0.6253150378045365,0.4769346415572085
0.0359,0.046700000000000005,0.0341,0.2546,11,oil_palm,2020-01-03,0.7637686179425008,0.6900099568536341,0.4632547586033027
0.0471,0.0546,0.0426,0.2654,11,oil_palm,2020-01-03,0.7233766233766233,0.6587500000000001,0.47698565617640765
0.0468,0.0636,0.0439,0.33480000000000004,11,oil_palm,2020-01-03,0.7681542117771324,0.6807228915662651,0.5831061577934574
0.0458,0.062,0.059500000000000004,0.253,11,oil_palm,2020-01-03,0.6192,0.6063492063492063,0.38195815238847214
0.0443,0.0533,0.0403,0.26680000000000004,11,oil_palm,2020-01-03,0.737544773689352,0.6669790690409246,0.48136183958855794
0.0322,0.0449,0.0313,0.3252,11,oil_palm,2020-01-03,0.8244039270687237,0.757362874898676,0.5778607943373968
0.0325,0.0476,0.033600000000000005,0.24500000000000002,11,oil_palm,2020-01-03,0.7587939698492463,0.6746411483253588,0.43937315542253824
0.032600000000000004,0.0388,0.0325,0.191,11,oil_palm,2020-01-03,0.70917225950783,0.6623150565709313,0.34713096802452914
0.034,0.0437,0.0335,0.22690000000000002,11,oil_palm,2020-01-03,0.7427035330261137,0.6770140428677015,0.4122261062324154
0.0368,0.0502,0.037200000000000004,0.2696,11,oil_palm,2020-01-03,0.757496740547588,0.6860537836147592,0.477481919789612
0.0426,0.0616,0.0415,0.3094,11,oil_palm,2020-01-03,0.7634653747506414,0.6679245283018869,0.5406005327306481
0.0341,0.0488,0.033100000000000004,0.2396,11,oil_palm,2020-01-03,0.7572423909057573,0.6615811373092927,0.4365935134678
0.036500000000000005,0.0531,0.035,0.3106,11,oil_palm,2020-01-03,0.7974537037037035,0.7080010998075338,0.5525925331836227
0.0375,0.0506,0.0342,0.2676,11,oil_palm,2020-01-03,0.7733598409542743,0.6819610307982401,0.4896982921404893
0.0455,0.059500000000000004,0.0419,0.30820000000000003,11,oil_palm,2020-01-03,0.7606398171950872,0.6763666032091379,0.5464357532728691
0.0362,0.05,0.0354,0.2614,11,oil_palm,2020-01-03,0.7614555256064691,0.6788696210661529,0.4699326291275057
0.042,0.054200000000000005,0.0492,0.17420000000000002,11,oil_palm,2020-01-03,0.5595344673231872,0.5253940455341507,0.27070339570339574
0.0356,0.0443,0.033600000000000005,0.20120000000000002,11,oil_palm,2020-01-03,0.7137989778534924,0.6391038696537678,0.3689029758760345
0.0357,0.049800000000000004,0.0346,0.29100000000000004,11,oil_palm,2020-01-03,0.7874692874692873,0.7077464788732394,0.5207783239224926
0.0448,0.060000000000000005,0.044500000000000005,0.2858,11,oil_palm,2020-01-03,0.7305479866787769,0.6529786003470214,0.49576758711374097
0.0328,0.0465,0.0303,0.29460000000000003,11,oil_palm,2020-01-03,0.8134810710987996,0.7273526824978013,0.5370204811443434
0.0346,0.0512,0.0347,0.2398,11,oil_palm,2020-01-03,0.7471766848816028,0.6481099656357389,0.43142616743794704
0.0352,0.046900000000000004,0.035500000000000004,0.20400000000000001,11,oil_palm,2020-01-03,0.7035490605427975,0.6261458748505381,0.3653512575888985
0.0346,0.0453,0.0328,0.2258,11,oil_palm,2020-01-03,0.7463263727764888,0.6658059756547399,0.4148396526523945
0.048100000000000004,0.0722,0.050100000000000006,0.36100000000000004,11,oil_palm,2020-01-03,0.756263682802238,0.6666666666666667,0.5974939462659032
0.040600000000000004,0.0528,0.0374,0.27080000000000004,11,oil_palm,2020-01-03,0.7573004542504868,0.6736711990111248,0.49004787100025204
0.039,0.05,0.0357,0.24350000000000002,11,oil_palm,2020-01-03,0.744269340974212,0.6592844974446337,0.44584620665980096
0.0367,0.0485,0.0333,0.251,11,oil_palm,2020-01-03,0.76574041505452,0.6761268781302171,0.4629747777636001
0.0408,0.0626,0.0453,0.2802,11,oil_palm,2020-01-03,0.7216589861751151,0.6347724620770129,0.4713081861958267
0.0419,0.0536,0.0405,0.2642,11,oil_palm,2020-01-03,0.7341647522152938,0.6626809314033983,0.46879584223982557
0.037200000000000004,0.049100000000000005,0.035300000000000005,0.259,11,oil_palm,2020-01-03,0.7601087325857968,0.6812723141837065,0.46924819600604134
0.0385,0.051800000000000006,0.0379,0.2444,11,oil_palm,2020-01-03,0.7314913212894085,0.6502363268062119,0.43637208909175446
0.0436,0.06620000000000001,0.042300000000000004,0.29100000000000004,11,oil_palm,2020-01-03,0.7461746174617462,0.6293393057110862,0.5105518147479061
0.0451,0.054200000000000005,0.0402,0.29100000000000004,11,oil_palm,2020-01-03,0.7572463768115941,0.6859791425260718,0.5251476192470371
0.0313,0.0431,0.0307,0.22540000000000002,11,oil_palm,2020-01-03,0.7602499023818822,0.6789571694599628,0.4143082095586671
0.0441,0.0577,0.0446,0.28300000000000003,11,oil_palm,2020-01-03,0.7277167277167278,0.6612855884942765,0.48858466204861256
0.0334,0.0478,0.0325,0.24600000000000002,11,oil_palm,2020-01-03,0.7666068222621185,0.6746085772634446,0.44834103317933643
0.047400000000000005,0.0758,0.0523,0.35860000000000003,11,oil_palm,2020-01-03,0.7454368459479191,0.6510128913443831,0.5814792315285899
0.041800000000000004,0.0523,0.0392,0.2546,11,oil_palm,2020-01-03,0.7331518039482641,0.6591723688497881,0.4577913797500638
0.036500000000000005,0.0524,0.0368,0.2195,11,oil_palm,2020-01-03,0.7128365197034726,0.61456417800662,0.3915391539153915
0.0385,0.0548,0.0407,0.2626,11,oil_palm,2020-01-03,0.7316188592152983,0.6546943919344674,0.4554410738475431
0.0407,0.054400000000000004,0.0395,0.2746,11,oil_palm,2020-01-03,0.7484877427570837,0.6693009118541033,0.4872134952542794
0.032100000000000004,0.046200000000000005,0.0309,0.2614,11,oil_palm,2020-01-03,0.7885733835100924,0.6996098829648894,0.4777994278844161
0.037700000000000004,0.05,0.037700000000000004,0.259,11,oil_palm,2020-01-03,0.7458712504213009,0.6763754045307444,0.4601022911555574
0.0364,0.049300000000000004,0.0339,0.25780000000000003,11,oil_palm,2020-01-03,0.7675694206376416,0.6789319439921849,0.4710907254670931
0.033,0.046200000000000005,0.0322,0.2192,11,oil_palm,2020-01-03,0.7438345266507558,0.6518462697814619,0.40132200188857414
0.0459,0.061700000000000005,0.0442,0.33340000000000003,11,oil_palm,2020-01-03,0.7658898305084745,0.6876740065806126,0.5763941483636944
0.0398,0.0634,0.040400000000000005,0.2888,11,oil_palm,2020-01-03,0.7545565006075334,0.6399772856331629,0.5037722073497202
0.042800000000000005,0.0541,0.0446,0.23500000000000001,11,oil_palm,2020-01-03,0.6809728183118742,0.6257350397786233,0.40284360189573465
0.038200000000000005,0.0488,0.0374,0.2482,11,oil_palm,2020-01-03,0.738095238095238,0.6713804713804714,0.4443132956749009
0.0358,0.0465,0.0358,0.23620000000000002,11,oil_palm,2020-01-03,0.736764705882353,0.6710293597453132,0.42367864693446095
0.0425,0.055200000000000006,0.0397,0.2963,11,oil_palm,2020-01-03,0.7636904761904761,0.6859174964438122,0.5276578243882377
0.0347,0.0478,0.0339,0.2474,11,oil_palm,2020-01-03,0.7589761820120868,0.6761517615176151,0.4483222040233506
0.038,0.048100000000000004,0.0364,0.2596,11,oil_palm,2020-01-03,0.7540540540540541,0.6873578160545987,0.4677284157585918
0.040600000000000004,0.0548,0.039900000000000005,0.2696,11,oil_palm,2020-01-03,0.7421647819063005,0.6621454993834771,0.4767538397675385
0.033600000000000005,0.0546,0.036000000000000004,0.2806,11,oil_palm,2020-01-03,0.7725837018319647,0.6742243436754177,0.4913225132572715
0.0307,0.0495,0.029900000000000003,0.3024,11,oil_palm,2020-01-03,0.8200421306048752,0.7186700767263428,0.5443250369541769
0.0369,0.046900000000000004,0.0346,0.26,11,oil_palm,2020-01-03,0.7651052274270197,0.6943629846855653,0.47319141789478103
0.035500000000000004,0.0472,0.035500000000000004,0.24480000000000002,11,oil_palm,2020-01-03,0.7466999643239387,0.6767123287671233,0.4391339012210986
0.0376,0.0538,0.0367,0.23320000000000002,11,oil_palm,2020-01-03,0.7280474249722119,0.6250871080139372,0.41936998463377156
0.037000000000000005,0.0499,0.0378,0.2194,11,oil_palm,2020-01-03,0.7060653188180406,0.6294095803936132,0.3884658167194318
0.0341,0.0451,0.0309,0.26880000000000004,11,oil_palm,2020-01-03,0.7937937937937938,0.712647339917171,0.4962660102632568
0.0367,0.049100000000000005,0.0357,0.2356,11,oil_palm,2020-01-03,0.7368227054920752,0.6550755180892167,0.4254820995274786
0.035500000000000004,0.0482,0.032600000000000004,0.254,11,oil_palm,2020-01-03,0.7725052337752965,0.6810059563203177,0.4677398909874509
0.035,0.047400000000000005,0.037200000000000004,0.2466,11,oil_palm,2020-01-03,0.7378435517970402,0.6775510204081633,0.4336121924956514
0.0419,0.056900000000000006,0.041800000000000004,0.26980000000000004,11,oil_palm,2020-01-03,0.7317073170731707,0.6516681971227426,0.4724996891449414
0.0424,0.0694,0.0414,0.3416,11,oil_palm,2020-01-03,0.7838120104438643,0.662287104622871,0.5900157232704403
0.0432,0.054900000000000004,0.040600000000000004,0.2646,11,oil_palm,2020-01-03,0.7339449541284403,0.6563380281690141,0.4728930923830435
0.0386,0.055,0.039,0.257,11,oil_palm,2020-01-03,0.7364864864864865,0.6474358974358975,0.4535996670828132
0.036500000000000005,0.0477,0.0335,0.258,11,oil_palm,2020-01-03,0.7701543739279589,0.6879293424926398,0.47352879139422066
0.0436,0.056900000000000006,0.0412,0.3,11,oil_palm,2020-01-03,0.7584994138335286,0.6811431773606051,0.5302409441075233
0.039,0.0546,0.0386,0.2797,11,oil_palm,2020-01-03,0.7574615142946906,0.6733472928507329,0.49454381358713484
0.0441,0.0579,0.0408,0.25880000000000003,11,oil_palm,2020-01-03,0.7276368491321763,0.6343542784970003,0.464680052862685
0.0363,0.052500000000000005,0.035,0.3108,11,oil_palm,2020-01-03,0.7975708502024292,0.7109826589595376,0.5522405990949502
0.0376,0.0587,0.038,0.27440000000000003,11,oil_palm,2020-01-03,0.7567221510883483,0.6475532873011107,0.48426745329400206
0.0415,0.053200000000000004,0.0397,0.2666,11,oil_palm,2020-01-03,0.7407770159973881,0.6672920575359599,0.47526287126639016
0.038400000000000004,0.053000000000000005,0.0375,0.24380000000000002,11,oil_palm,2020-01-03,0.7333807323142553,0.6428571428571429,0.43678014905149054
0.046,0.057600000000000005,0.0422,0.26880000000000004,11,oil_palm,2020-01-03,0.7286173633440514,0.6470588235294118,0.48130841121495327
0.035300000000000005,0.054400000000000004,0.0344,0.3234,11,oil_palm,2020-01-03,0.8077138065958637,0.7120169401799894,0.5711236710011464
0.039900000000000005,0.055,0.0397,0.2577,11,oil_palm,2020-01-03,0.7330195023537323,0.6482251359130157,0.4554380980236493
0.0375,0.0608,0.0407,0.2862,11,oil_palm,2020-01-03,0.7509941878250229,0.6495677233429394,0.49133410719289117
0.0407,0.052700000000000004,0.038200000000000005,0.2604,11,oil_palm,2020-01-03,0.7441393168117882,0.6633663366336634,0.46903364714822476
0.0369,0.0471,0.034,0.2388,11,oil_palm,2020-01-03,0.7507331378299119,0.670514165792235,0.4390892328802367
0.039400000000000004,0.0528,0.0398,0.22970000000000002,11,oil_palm,2020-01-03,0.7046382189239332,0.6261946902654867,0.4047314578005115
0.0349,0.0458,0.0346,0.2432,11,oil_palm,2020-01-03,0.7508999280057596,0.683044982698962,0.43858542533955686
0.0402,0.056100000000000004,0.038400000000000004,0.3064,11,oil_palm,2020-01-03,0.777262180974478,0.6904827586206898,0.5423783696268113
0.0434,0.057600000000000005,0.0434,0.2776,11,oil_palm,2020-01-03,0.729595015576324,0.6563245823389021,0.48288659793814437
0.0413,0.0539,0.0425,0.31620000000000004,11,oil_palm,2020-01-03,0.7630331753554503,0.7087273709808161,0.5424313290261209
0.0368,0.0567,0.0333,0.3562,11,oil_palm,2020-01-03,0.8290115532734275,0.7253572293533542,0.6306640625
0.0378,0.057600000000000005,0.0388,0.2972,11,oil_palm,2020-01-03,0.7690476190476191,0.6753100338218715,0.5182511030886482
0.0357,0.046700000000000005,0.0342,0.20700000000000002,11,oil_palm,2020-01-03,0.7164179104477612,0.6318486401261332,0.3774738957577876
0.0396,0.054200000000000005,0.040600000000000004,0.2808,11,oil_palm,2020-01-03,0.7473553204729309,0.6764179104477611,0.4892455597197329
